"id","geom","grid_id","p_val","p_m","p_w","p_20_val","p_20_m","p_20_w","p_30_val","p_30_m","p_30_w","p_40_val","p_40_m","p_40_w","p_50_val","p_50_m","p_50_w","p_60_val","p_60_m","p_60_w","d_csv","d_coffee","d_kfood","d_pharm","d_salon","sido_cd","sido_nm","버스정류장수","1km이내_버스정류장_수","500m이내_버스정류장_수","300m이내_버스정류장_수","200m이내_버스정류장_수","100m이내_버스정류장_수","당월_매출_금액","당월_매출_건수","개업_점포_수","폐업_점포_수"
264,"MULTIPOLYGON (((184970.43671418622 548081.9287549255, 184969.90486711514 548181.9633153124, 185069.93943293113 548182.4951678482, 185070.47128004048 548082.4605965683, 184970.43671418622 548081.9287549255)))",다사408483,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",서울특별시,2,42,10,4,3,2,353685162.83680556,605437.000000000000,19.5000000000000000,25.5000000000000000
265,"MULTIPOLYGON (((184969.90486711514 548181.9633153124, 184969.37300915507 548281.9978756646, 185069.4075749332 548282.5297390905, 185069.93943293113 548182.4951678482, 184969.90486711514 548181.9633153124)))",다사408484,192,94,98,31,15,16,37,18,19,20,10,10,34,17,17,31,15,16,0,0,1,0,0,"11",서울특별시,0,44,13,6,2,1,568104439.56250000,809230.000000000000,24.0000000000000000,41.0000000000000000
266,"MULTIPOLYGON (((184969.37300915507 548281.9978756646, 184968.84114030315 548382.0324359792, 185068.87570604373 548382.5643102952, 185069.4075749332 548282.5297390905, 184969.37300915507 548281.9978756646)))",다사408485,353,183,170,58,33,25,51,32,19,43,24,19,59,23,36,59,29,30,0,0,0,0,0,"11",서울특별시,0,44,14,6,3,0,568104439.56250000,809230.000000000000,24.0000000000000000,41.0000000000000000
267,"MULTIPOLYGON (((184968.84114030315 548382.0324359792, 184968.30926056099 548482.0669962564, 185068.34382626443 548482.5988814618, 185068.87570604373 548382.5643102952, 184968.84114030315 548382.0324359792)))",다사408486,429,218,211,59,34,25,47,23,24,56,29,27,83,44,39,93,47,46,0,0,0,0,0,"11",서울특별시,0,46,16,6,3,0,568104439.56250000,809230.000000000000,24.0000000000000000,41.0000000000000000
268,"MULTIPOLYGON (((184968.30926056099 548482.0669962564, 184967.777369928 548582.1015564952, 185067.81193559463 548582.63345259, 185068.34382626443 548482.5988814618, 184968.30926056099 548482.0669962564)))",다사408487,193,92,101,30,13,17,37,19,18,33,18,15,18,12,6,37,16,21,0,0,1,0,0,"11",서울특별시,0,42,17,8,2,0,649152116.35700758,826071.000000000000,20.0000000000000000,35.0000000000000000
30,"MULTIPOLYGON (((184368.10209503392 548478.8756858008, 184367.57020462342 548578.9101807004, 184467.60470494936 548579.4420765743, 184468.13659539583 548479.4075707844, 184368.10209503392 548478.8756858008)))",다사402487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",서울특별시,0,22,14,1,0,0,134322455.769230770000,87872.000000000000,5.0000000000000000,4.0000000000000000
269,"MULTIPOLYGON (((184967.777369928 548582.1015564952, 184967.24546840577 548682.1361166965, 185067.28003403597 548682.6680236815, 185067.81193559463 548582.63345259, 184967.777369928 548582.1015564952)))",다사408488,461,233,228,44,22,22,50,31,19,71,40,31,75,39,36,111,54,57,0,0,0,0,1,"11",서울특별시,0,42,17,11,1,0,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
271,"MULTIPOLYGON (((184966.71355599375 548782.1706768618, 184966.18163269348 548882.2052369888, 185066.21619824733 548882.737165754, 185066.74812158558 548782.7025947368, 184966.71355599375 548782.1706768618)))",다사408490,380,194,186,47,31,16,46,20,26,51,25,26,71,38,33,68,33,35,1,0,2,0,0,"11",서울특별시,1,44,18,4,2,1,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
560,"MULTIPOLYGON (((185782.9430294749 545785.3865857138, 185782.4114326183 545885.4212341117, 185882.4460864441 545885.9528364348, 185882.97768333857 545785.9181771433, 185782.9430294749 545785.3865857138)))",다사416460,504,243,261,67,38,29,32,15,17,101,41,60,98,54,44,56,27,29,1,0,0,0,0,"11",서울특별시,0,38,13,1,0,0,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
564,"MULTIPOLYGON (((185780.81657668797 546185.5251790758, 185780.28493625927 546285.5598273185, 185880.31958993114 546286.0914732149, 185880.85123039826 546186.0568140792, 185780.81657668797 546185.5251790758)))",다사416464,176,88,88,22,13,9,24,12,12,11,6,0,34,16,18,38,17,21,0,0,1,0,0,"11",서울특별시,1,40,13,6,3,2,611417664.88333334,388519.000000000000,15.0000000000000000,7.5000000000000000
565,"MULTIPOLYGON (((185780.28493625927 546285.5598273185, 185779.7532849365 546385.5944755266, 185879.7879385681 546386.126132313, 185880.31958993114 546286.0914732149, 185780.28493625927 546285.5598273185)))",다사416465,501,230,271,69,39,30,47,20,27,66,30,36,96,43,53,82,35,47,0,0,0,0,0,"11",서울특별시,0,36,13,8,6,1,527181595.41666667,180993.000000000000,17.0000000000000000,9.0000000000000000
566,"MULTIPOLYGON (((185779.7532849365 546385.5944755266, 185779.22162272126 546485.6291236922, 185879.25627631528 546486.1607913744, 185879.7879385681 546386.126132313, 185779.7532849365 546385.5944755266)))",다사416466,223,102,121,31,19,12,31,14,17,28,11,17,42,15,27,48,20,28,0,0,1,0,0,"11",서울특별시,0,33,14,9,6,0,306195790.508333335000,121733.500000000000,13.0000000000000000,10.5000000000000000
89,"MULTIPOLYGON (((184569.23485494684 548279.8704223363, 184568.70298624222 548379.9049390898, 184668.73750842197 548380.4368132557, 184669.2693771621 548280.4022856128, 184569.23485494684 548279.8704223363)))",다사404485,422,228,194,36,19,17,63,33,30,48,28,20,79,52,27,89,49,40,0,0,0,0,1,"11",서울특별시,0,29,10,4,1,0,259414121.914682538572,699479.500000000000,13.5000000000000000,18.0000000000000000
572,"MULTIPOLYGON (((185776.5631482536 546985.8023639508, 185776.03142068355 547085.8370118883, 185876.06607404712 547086.3687449233, 185876.5978016568 546986.3340860942, 185776.5631482536 546985.8023639508)))",다사416472,551,256,295,62,32,30,46,25,21,110,48,62,76,40,36,69,29,40,0,0,0,0,1,"11",서울특별시,0,32,7,3,0,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
567,"MULTIPOLYGON (((185779.22162272126 546485.6291236922, 185778.68994961292 546585.6637718224, 185878.72460316753 546586.1954503946, 185879.25627631528 546486.1607913744, 185779.22162272126 546485.6291236922)))",다사416467,779,388,391,87,49,38,92,50,42,118,60,58,138,71,67,141,68,73,0,0,0,0,2,"11",서울특별시,0,29,14,9,5,0,590941477.514285715000,1066418.000000000000,13.0000000000000000,18.0000000000000000
229,"MULTIPOLYGON (((184863.48729836775 549381.8460538891, 184862.95530976847 549481.8806029044, 184962.9898642069 549482.4125969684, 184963.52185284498 549382.3780370645, 184863.48729836775 549381.8460538891)))",다사407496,416,205,211,63,29,34,26,14,12,74,31,43,90,47,43,55,29,26,0,0,0,0,0,"11",서울특별시,0,37,0,0,0,0,219622225.44444444,150535.000000000000,15.0000000000000000,17.0000000000000000
272,"MULTIPOLYGON (((184966.18163269348 548882.2052369888, 184965.64969850212 548982.239797079, 185065.68426401835 548982.7717367342, 185066.21619824733 548882.737165754, 184966.18163269348 548882.2052369888)))",다사408491,50,22,28,7,0,0,0,0,0,8,0,6,0,0,0,15,6,9,0,1,0,0,0,"11",서울특별시,0,45,16,4,2,2,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
320,"MULTIPOLYGON (((185066.21619824733 548882.737165754, 185065.68426401835 548982.7717367342, 185165.71884042368 548983.3036764263, 185166.25077468966 548883.2690945566, 185066.21619824733 548882.737165754)))",다사409491,256,125,131,27,14,13,31,16,15,47,24,23,29,17,12,45,16,29,0,0,0,0,0,"11",서울특별시,1,47,14,3,2,2,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
358,"MULTIPOLYGON (((185168.9102826742 548383.0961846473, 185168.3784028561 548483.1307667047, 185268.41299034012 548483.6626519851, 185268.94487019413 548383.6280590384, 185168.9102826742 548383.0961846473)))",다사410486,473,245,228,61,32,29,65,37,28,55,31,24,92,43,49,90,48,42,1,0,0,0,0,"11",서울특별시,0,51,17,2,2,0,568104439.56250000,809230.000000000000,24.0000000000000000,41.0000000000000000
359,"MULTIPOLYGON (((185168.3784028561 548483.1307667047, 185167.8465121501 548583.1653487238, 185267.88109959633 548583.6972448957, 185268.41299034012 548483.6626519851, 185168.3784028561 548483.1307667047)))",다사410487,289,147,142,39,21,18,37,16,21,33,19,14,42,20,22,67,38,29,0,0,0,0,0,"11",서울특별시,0,53,19,2,2,2,649152116.35700758,826071.000000000000,20.0000000000000000,35.0000000000000000
361,"MULTIPOLYGON (((185167.31461055338 548683.1999307068, 185166.78269806528 548783.2345126508, 185266.817285437 548783.7664306009, 185267.34919795993 548683.731837766, 185167.31461055338 548683.1999307068)))",다사410489,493,231,262,57,33,24,51,24,27,78,36,42,88,39,49,94,46,48,0,0,1,0,1,"11",서울특별시,0,50,19,5,2,0,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
1418,"MULTIPOLYGON (((188584.9806187672 545600.2012537784, 188584.4490425703 545700.2362072826, 188684.48400149794 545700.767788948, 188685.01557773922 545600.7328245508, 188584.9806187672 545600.2012537784)))",다사444458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",서울특별시,0,24,7,4,0,0,113093639.870967740000,193709.000000000000,3.0000000000000000,2.0000000000000000
586,"MULTIPOLYGON (((185883.5092693381 545685.8835178129, 185882.97768333857 545785.9181771433, 185983.01234809487 545786.4497686104, 185983.5439341343 545686.415098385, 185883.5092693381 545685.8835178129)))",다사417459,152,76,76,22,11,11,11,6,0,18,9,9,28,14,14,35,15,20,0,0,0,0,0,"11",서울특별시,0,37,14,4,2,0,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
587,"MULTIPOLYGON (((185882.97768333857 545785.9181771433, 185882.4460864441 545885.9528364348, 185982.4807511632 545886.4844387956, 185983.01234809487 545786.4497686104, 185882.97768333857 545785.9181771433)))",다사417460,354,171,183,51,24,27,25,11,14,54,23,31,89,45,44,50,26,24,0,1,0,0,0,"11",서울특별시,0,37,13,2,1,0,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
590,"MULTIPOLYGON (((185881.38285997233 546086.022154903, 185880.85123039826 546186.0568140792, 185980.88589500153 546186.5884491187, 185981.41752461382 546086.5537790504, 185881.38285997233 546086.022154903)))",다사417463,338,157,181,37,22,15,23,13,10,64,27,37,63,35,28,35,16,19,0,0,0,0,1,"11",서울특별시,0,42,8,2,2,1,611417664.88333334,388519.000000000000,15.0000000000000000,7.5000000000000000
592,"MULTIPOLYGON (((185880.31958993114 546286.0914732149, 185879.7879385681 546386.126132313, 185979.82260309404 546386.6577891406, 185980.3542544944 546286.6231191495, 185880.31958993114 546286.0914732149)))",다사417465,400,190,210,32,13,19,76,35,41,63,36,27,56,24,32,55,27,28,0,2,3,0,2,"11",서울특별시,0,38,13,7,4,0,527181595.41666667,180993.000000000000,17.0000000000000000,9.0000000000000000
593,"MULTIPOLYGON (((185879.7879385681 546386.126132313, 185879.25627631528 546486.1607913744, 185979.29094080202 546486.6924590934, 185979.82260309404 546386.6577891406, 185879.7879385681 546386.126132313)))",다사417466,72,37,35,6,0,0,9,0,6,7,0,0,13,0,8,15,11,0,0,1,0,0,4,"11",서울특별시,1,33,12,9,3,1,2523622242.57804233,1497979.000000000000,16.0000000000000000,15.0000000000000000
594,"MULTIPOLYGON (((185879.25627631528 546486.1607913744, 185878.72460316753 546586.1954503946, 185978.75926761547 546586.7271290089, 185979.29094080202 546486.6924590934, 185879.25627631528 546486.1607913744)))",다사417467,319,148,171,38,17,21,41,19,22,48,30,18,51,23,28,61,28,33,0,0,0,0,0,"11",서울특별시,0,30,12,7,2,2,3521842566.15873016,2156472.000000000000,15.5000000000000000,18.0000000000000000
595,"MULTIPOLYGON (((185878.72460316753 546586.1954503946, 185878.19291912866 546686.2301093781, 185978.22758353825 546686.7617988845, 185978.75926761547 546586.7271290089, 185878.72460316753 546586.1954503946)))",다사417468,565,274,291,72,43,29,73,39,34,66,37,29,95,38,57,102,45,57,0,0,1,0,0,"11",서울특별시,0,27,14,6,3,0,1096672969.42857143,2070362.000000000000,17.0000000000000000,24.0000000000000000
171,"MULTIPOLYGON (((184770.36761515215 548080.8650717475, 184769.8357681572 548180.8996103562, 184869.87031219038 548181.4314628162, 184870.40215922482 548081.3969133181, 184770.36761515215 548080.8650717475)))",다사406483,383,213,170,45,23,22,44,24,20,36,24,12,89,51,38,83,52,31,1,0,0,0,0,"11",서울특별시,0,38,9,5,1,0,464283718.97222222,1374034.000000000000,22.0000000000000000,32.0000000000000000
597,"MULTIPOLYGON (((185877.66122419582 546786.2647683227, 185877.12951837282 546886.2994272275, 185977.1641827046 546886.8311385176, 185977.69588856742 546786.7964687198, 185877.66122419582 546786.2647683227)))",다사417470,643,309,334,83,50,33,72,31,41,98,46,52,127,60,67,100,53,47,0,1,1,0,0,"11",서울특별시,0,28,12,2,0,0,1096672969.42857143,2070362.000000000000,17.0000000000000000,24.0000000000000000
362,"MULTIPOLYGON (((185166.78269806528 548783.2345126508, 185166.25077468966 548883.2690945566, 185266.28536202238 548883.8010233968, 185266.817285437 548783.7664306009, 185166.78269806528 548783.2345126508)))",다사410490,357,175,182,52,29,23,68,33,35,37,20,17,59,28,31,62,32,30,2,1,4,0,3,"11",서울특별시,0,47,16,5,2,0,730199793.15151515,842912.000000000000,16.0000000000000000,29.0000000000000000
514,"MULTIPOLYGON (((185573.83512774235 547484.9120501583, 185573.30334578987 547584.9466761202, 185673.33797717825 547585.478463537, 185673.86975916746 547485.4438266857, 185573.83512774235 547484.9120501583)))",다사414477,476,250,226,59,26,33,90,54,36,75,38,37,81,50,31,69,37,32,0,0,0,0,0,"11",서울특별시,0,29,11,3,0,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
515,"MULTIPOLYGON (((185573.30334578987 547584.9466761202, 185572.7715529477 547684.9813020445, 185672.80618429746 547685.5131003528, 185673.33797717825 547585.478463537, 185573.30334578987 547584.9466761202)))",다사414478,441,232,209,54,26,28,70,42,28,64,40,24,81,39,42,84,44,40,0,2,0,0,1,"11",서울특별시,0,29,10,6,1,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
516,"MULTIPOLYGON (((185572.7715529477 547684.9813020445, 185572.23974921292 547785.0159279292, 185672.27438052447 547785.547737129, 185672.80618429746 547685.5131003528, 185572.7715529477 547684.9813020445)))",다사414479,420,215,205,38,19,19,45,23,22,53,25,28,85,54,31,74,34,40,0,0,2,0,0,"11",서울특별시,0,32,12,6,4,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
610,"MULTIPOLYGON (((185984.07550928212 545586.380428124, 185983.5439341343 545686.415098385, 186083.5786098266 545686.9466790002, 186084.11018500957 545586.911997842, 185984.07550928212 545586.380428124)))",다사418458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",서울특별시,1,30,12,7,4,2,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
611,"MULTIPOLYGON (((185983.5439341343 545686.415098385, 185983.01234809487 545786.4497686104, 186083.04702374793 545786.9813601157, 186083.5786098266 545686.9466790002, 185983.5439341343 545686.415098385)))",다사418459,41,12,29,0,0,0,12,0,8,7,0,0,6,0,0,0,0,0,0,1,0,0,0,"11",서울특별시,1,34,11,6,2,1,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
612,"MULTIPOLYGON (((185983.01234809487 545786.4497686104, 185982.4807511632 545886.4844387956, 186082.5154267752 545887.0160411953, 186083.04702374793 545786.9813601157, 185983.01234809487 545786.4497686104)))",다사418460,308,152,156,35,18,17,46,27,19,45,22,23,68,35,33,50,25,25,0,0,0,0,0,"11",서울특별시,0,35,10,2,1,0,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
614,"MULTIPOLYGON (((185981.94914333642 545986.5191089418, 185981.41752461382 546086.5537790504, 186081.45220014948 546087.0854032367, 186081.98381891003 545987.0507222358, 185981.94914333642 545986.5191089418)))",다사418462,1012,475,537,138,63,75,100,43,57,188,89,99,185,85,100,106,50,56,0,0,0,0,0,"11",서울특별시,0,37,9,1,0,0,527181595.41666667,180993.000000000000,17.0000000000000000,9.0000000000000000
615,"MULTIPOLYGON (((185981.41752461382 546086.5537790504, 185980.88589500153 546186.5884491187, 186080.9205704974 546187.1200842, 186081.45220014948 546087.0854032367, 185981.41752461382 546086.5537790504)))",다사418463,399,190,209,47,23,24,118,56,62,43,25,18,51,23,28,48,20,28,1,2,0,0,0,"11",서울특별시,0,37,8,2,1,0,527181595.41666667,180993.000000000000,17.0000000000000000,9.0000000000000000
54,"MULTIPOLYGON (((184470.2640482815 548079.2695472608, 184469.73220139527 548179.3040531978, 184569.76671275814 548179.835905546, 184570.29855968125 548079.8013887195, 184470.2640482815 548079.2695472608)))",다사403483,337,189,148,37,19,18,49,31,18,41,21,20,59,37,22,62,38,24,0,0,0,0,0,"11",서울특별시,0,26,5,0,0,0,464283718.97222222,1374034.000000000000,22.0000000000000000,32.0000000000000000
55,"MULTIPOLYGON (((184469.73220139527 548179.3040531978, 184469.2003436204 548279.3385590945, 184569.23485494684 548279.8704223363, 184569.76671275814 548179.835905546, 184469.73220139527 548179.3040531978)))",다사403484,380,213,167,34,22,12,29,15,14,60,37,23,85,52,33,71,39,32,0,0,0,0,1,"11",서울특별시,0,25,10,1,0,0,259414121.914682538572,699479.500000000000,13.5000000000000000,18.0000000000000000
530,"MULTIPOLYGON (((185682.90838650436 545784.8549943253, 185682.37678968627 545884.8896318274, 185782.4114326183 545885.4212341117, 185782.9430294749 545785.3865857138, 185682.90838650436 545784.8549943253)))",다사415460,336,156,180,41,18,23,27,12,15,48,21,27,67,35,32,65,29,36,0,2,1,0,1,"11",서울특별시,0,39,13,2,0,0,695653734.35000000,596045.000000000000,13.0000000000000000,6.0000000000000000
538,"MULTIPOLYGON (((185678.65530694983 546585.1320932861, 185678.1236229874 546685.1667304836, 185778.15826561084 546685.6984199114, 185778.68994961292 546585.6637718224, 185678.65530694983 546585.1320932861)))",다사415468,59,28,31,9,6,0,9,0,0,7,0,0,9,0,7,14,9,0,0,0,0,0,0,"11",서울특별시,2,28,16,7,3,2,590941477.514285715000,1066418.000000000000,13.0000000000000000,18.0000000000000000
539,"MULTIPOLYGON (((185678.1236229874 546685.1667304836, 185677.5919281324 546785.201367643, 185777.62657071886 546785.7330679637, 185778.15826561084 546685.6984199114, 185678.1236229874 546685.1667304836)))",다사415469,203,100,103,22,11,11,19,8,11,33,19,14,29,12,17,31,13,18,1,0,0,0,0,"11",서울특별시,0,26,14,5,3,1,590941477.514285715000,1066418.000000000000,13.0000000000000000,18.0000000000000000
541,"MULTIPOLYGON (((185677.06022238423 546885.2360047641, 185676.52850574447 546985.2706418469, 185776.5631482536 546985.8023639508, 185777.0948649318 546885.7677159763, 185677.06022238423 546885.2360047641)))",다사415471,463,223,240,67,30,37,46,24,22,76,35,41,69,30,39,75,38,37,0,0,1,0,0,"11",서울특별시,0,30,7,4,2,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
542,"MULTIPOLYGON (((185676.52850574447 546985.2706418469, 185675.9967782125 547085.3052788902, 185776.03142068355 547085.8370118883, 185776.5631482536 546985.8023639508, 185676.52850574447 546985.2706418469)))",다사415472,829,412,417,110,64,46,75,34,41,135,71,64,138,66,72,131,62,69,0,0,0,0,0,"11",서울특별시,0,30,8,3,3,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
543,"MULTIPOLYGON (((185675.9967782125 547085.3052788902, 185675.46503978988 547185.3399158972, 185775.49968222104 547185.8716597862, 185776.03142068355 547085.8370118883, 185675.9967782125 547085.3052788902)))",다사415473,398,198,200,41,23,18,58,32,26,56,27,29,66,33,33,71,37,34,1,0,0,0,2,"11",서울특별시,0,32,6,3,2,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
544,"MULTIPOLYGON (((185675.46503978988 547185.3399158972, 185674.93329047377 547285.3745528654, 185774.96793286767 547285.9063076444, 185775.49968222104 547185.8716597862, 185675.46503978988 547185.3399158972)))",다사415474,306,161,145,24,9,15,52,30,22,53,29,24,44,26,18,49,22,27,1,0,0,0,2,"11",서울특별시,0,32,5,2,0,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
545,"MULTIPOLYGON (((185674.93329047377 547285.3745528654, 185674.40153026575 547385.4091897933, 185774.4361726228 547385.9409554659, 185774.96793286767 547285.9063076444, 185674.93329047377 547285.3745528654)))",다사415475,341,175,166,33,18,15,59,31,28,57,31,26,53,23,30,42,19,23,0,0,0,0,0,"11",서울특별시,0,32,7,1,0,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
643,"MULTIPOLYGON (((186079.85727851384 546387.1894460071, 186079.32561618104 546487.2241268529, 186179.36030245418 546487.7557946491, 186179.89196482487 546387.721102911, 186079.85727851384 546387.1894460071)))",다사419466,459,237,222,48,26,22,81,35,46,94,52,42,65,34,31,29,13,16,0,0,2,0,0,"11",서울특별시,0,35,11,4,1,0,5947012162.88888889,2242582.000000000000,14.0000000000000000,12.0000000000000000
644,"MULTIPOLYGON (((186079.32561618104 546487.2241268529, 186078.79394295637 546587.2588076597, 186178.82862919202 546587.7904863496, 186179.36030245418 546487.7557946491, 186079.32561618104 546487.2241268529)))",다사419467,259,132,127,25,13,12,50,24,26,43,22,21,41,21,20,37,21,16,0,0,4,0,1,"11",서울특별시,0,34,12,4,3,0,3521842566.15873016,2156472.000000000000,15.5000000000000000,18.0000000000000000
645,"MULTIPOLYGON (((186078.79394295637 546587.2588076597, 186078.2622588414 546687.293488427, 186178.2969450355 546687.8251780091, 186178.82862919202 546587.7904863496, 186078.79394295637 546587.2588076597)))",다사419468,66,29,37,6,0,0,8,0,0,9,0,0,13,0,8,13,0,9,0,0,0,0,3,"11",서울특별시,0,28,11,4,3,2,2453559304.55026455,1451535.000000000000,13.3333333333333333,14.0000000000000000
546,"MULTIPOLYGON (((185674.40153026575 547385.4091897933, 185673.86975916746 547485.4438266857, 185773.90440148578 547485.9756032492, 185774.4361726228 547385.9409554659, 185674.40153026575 547385.4091897933)))",다사415476,107,51,56,7,0,0,12,6,6,16,11,0,15,6,9,28,13,15,0,0,0,0,0,"11",서울특별시,0,33,11,0,0,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
228,"MULTIPOLYGON (((184864.01927607926 549281.8115048392, 184863.48729836775 549381.8460538891, 184963.52185284498 549382.3780370645, 184964.05383059336 549282.3434771257, 184864.01927607926 549281.8115048392)))",다사407495,204,104,100,24,10,14,28,14,14,31,17,14,36,17,19,19,10,9,0,0,0,0,0,"11",서울특별시,0,40,5,0,0,0,219622225.44444444,150535.000000000000,15.0000000000000000,17.0000000000000000
547,"MULTIPOLYGON (((185673.86975916746 547485.4438266857, 185673.33797717825 547585.478463537, 185773.37261945597 547586.0102509919, 185773.90440148578 547485.9756032492, 185673.86975916746 547485.4438266857)))",다사415477,483,235,248,47,24,23,65,30,35,100,52,48,80,38,42,71,30,41,0,0,0,0,0,"11",서울특별시,0,32,8,2,0,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
548,"MULTIPOLYGON (((185673.33797717825 547585.478463537, 185672.80618429746 547685.5131003528, 185772.8408265372 547686.0448986987, 185773.37261945597 547586.0102509919, 185673.33797717825 547585.478463537)))",다사415478,399,214,185,56,29,27,79,45,34,75,45,30,55,30,25,69,34,35,0,0,0,0,0,"11",서울특별시,0,29,8,4,2,0,505829995.13888889,1113071.000000000000,23.0000000000000000,35.0000000000000000
88,"MULTIPOLYGON (((184569.76671275814 548179.835905546, 184569.23485494684 548279.8704223363, 184669.2693771621 548280.4022856128, 184669.80123501152 548180.367757933, 184569.76671275814 548179.835905546)))",다사404484,433,246,187,42,17,25,42,32,10,44,29,15,84,54,30,114,69,45,0,0,1,0,1,"11",서울특별시,0,27,12,2,0,0,259414121.914682538572,699479.500000000000,13.5000000000000000,18.0000000000000000
168,"MULTIPOLYGON (((184771.9630907981 547780.7614557008, 184771.4312764731 547880.7959944208, 184871.46582061914 547881.327814209, 184871.99763498025 547781.2932645984, 184771.9630907981 547780.7614557008)))",다사406480,45,22,23,0,0,0,8,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,"11",서울특별시,0,25,5,0,0,0,139265886.111111110000,401644.000000000000,15.0000000000000000,10.0000000000000000
568,"MULTIPOLYGON (((185778.68994961292 546585.6637718224, 185778.15826561084 546685.6984199114, 185878.19291912866 546686.2301093781, 185878.72460316753 546586.1954503946, 185778.68994961292 546585.6637718224)))",다사416468,420,198,222,42,20,22,54,24,30,65,31,34,64,31,33,66,28,38,0,0,0,0,1,"11",서울특별시,0,27,14,6,3,1,1096672969.42857143,2070362.000000000000,17.0000000000000000,24.0000000000000000
569,"MULTIPOLYGON (((185778.15826561084 546685.6984199114, 185777.62657071886 546785.7330679637, 185877.66122419582 546786.2647683227, 185878.19291912866 546686.2301093781, 185778.15826561084 546685.6984199114)))",다사416469,888,431,457,101,53,48,100,50,50,141,70,71,147,65,82,137,66,71,1,0,0,0,0,"11",서울특별시,0,24,14,4,2,0,1096672969.42857143,2070362.000000000000,17.0000000000000000,24.0000000000000000
570,"MULTIPOLYGON (((185777.62657071886 546785.7330679637, 185777.0948649318 546885.7677159763, 185877.12951837282 546886.2994272275, 185877.66122419582 546786.2647683227, 185777.62657071886 546785.7330679637)))",다사416470,338,155,183,40,18,22,49,21,28,41,18,23,54,26,28,77,35,42,0,0,0,0,0,"11",서울특별시,0,26,12,4,1,0,742358932.73095238,1335759.000000000000,17.0000000000000000,25.0000000000000000
170,"MULTIPOLYGON (((184770.899451258 547980.8305331025, 184770.36761515215 548080.8650717475, 184870.40215922482 548081.3969133181, 184870.9339953683 547981.3623637817, 184770.899451258 547980.8305331025)))",다사406482,267,144,123,27,11,16,29,17,12,49,26,23,35,17,18,58,32,26,0,0,0,0,0,"11",서울특별시,0,39,10,3,0,0,464283718.97222222,1374034.000000000000,22.0000000000000000,32.0000000000000000
571,"MULTIPOLYGON (((185777.0948649318 546885.7677159763, 185776.5631482536 546985.8023639508, 185876.5978016568 546986.3340860942, 185877.12951837282 546886.2994272275, 185777.0948649318 546885.7677159763)))",다사416471,219,106,113,25,14,11,21,12,9,30,15,15,42,22,20,33,15,18,0,0,2,0,0,"11",서울특별시,0,29,10,4,0,0,742358932.73095238,1335759.000000000000,17.0000000000000000,25.0000000000000000
574,"MULTIPOLYGON (((185775.49968222104 547185.8716597862, 185774.96793286767 547285.9063076444, 185875.00258615534 547286.4380624639, 185875.5343355476 547186.4034037134, 185775.49968222104 547185.8716597862)))",다사416474,725,354,371,65,35,30,74,34,40,146,77,69,112,54,58,124,57,67,0,1,0,0,0,"11",서울특별시,0,31,5,0,0,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
575,"MULTIPOLYGON (((185774.96793286767 547285.9063076444, 185774.4361726228 547385.9409554659, 185874.47082586974 547386.4727211768, 185875.00258615534 547286.4380624639, 185774.96793286767 547285.9063076444)))",다사416475,652,333,319,72,40,32,90,42,48,129,70,59,98,46,52,98,48,50,2,0,1,0,1,"11",서울특별시,0,32,7,0,0,0,388044896.03333333,601156.000000000000,17.0000000000000000,26.0000000000000000
